CODIGO DA TRANSACAO,DATA,TIPO,DESCRICAO,VALOR
cf6af916-7ba8-48d3-93f0-43d2cb3b8325,29/04/2022,Vendas,Plano de Recebimento,"5,08"
64524d22-6372-4dcf-8e4d-e30af83d75af,29/04/2022,Vendas,Plano de Recebimento,"5,37"
b2f67c93-2b82-43f0-a10f-ea366e7eb1cd,29/04/2022,Vendas,Plano de Recebimento,"1,9"
0464cff9-168b-4a0c-89e8-e6a4b043ecb9,29/04/2022,Vendas,Plano de Recebimento,"3,8"
0b930d2a-bff1-421a-b3c6-76420620ac91,29/04/2022,Vendas,Plano de Recebimento,"3,42"
56c58d00-6e2f-4618-a43d-ef311fa9fcbf,29/04/2022,Vendas,Plano de Recebimento,"8,46"
577c8a45-6a7c-4f36-9900-d2cd9d85b48b,29/04/2022,Vendas,Plano de Recebimento,"3,42"
61a42bdf-0e86-496a-b79d-64df0d3110f1,29/04/2022,Vendas,Plano de Recebimento,"1,95"
43ed032d-ab34-4556-bb3b-7fbddf2b200d,29/04/2022,Vendas,Plano de Recebimento,"2,83"
0983805d-c036-4f4d-b529-de4c5b026bfa,29/04/2022,Vendas,Plano de Recebimento,"2,76"
7b869cf3-16ed-4eef-8530-e4a03819e40d,29/04/2022,Vendas,Plano de Recebimento,"3,33"
cf95b84c-3fd3-4182-a7dc-358faaa3f3fb,29/04/2022,Vendas,Plano de Recebimento,"15,2"
e1eb8f58-5fda-4e3f-a20b-68b3582db0a9,29/04/2022,Vendas,Plano de Recebimento,"2,93"
4a551f49-fb36-4742-b44c-4cf24914c4d3,29/04/2022,Vendas,Plano de Recebimento,"4,88"
0d0438a3-a1c6-40bc-99b7-264d5fcdb4e1,29/04/2022,Vendas,Plano de Recebimento,"1,02"
ad4a955e-3377-4b5a-8428-7103830008e6,29/04/2022,Vendas,Plano de Recebimento,"3,33"
3a5ca172-93ee-4db2-98da-4618e7c04b71,29/04/2022,Vendas,Plano de Recebimento,"1,95"
b684ec16-cf23-4cf1-bb9f-10ade735213a,30/04/2022,Vendas,Plano de Recebimento,"2,38"
0dc24246-78a4-4719-87a7-6cf9a5fb6a48,30/04/2022,Vendas,Plano de Recebimento,"0,98"
1cc60b5f-5fe9-4492-b3b4-8a067c9946ee,30/04/2022,Vendas,Plano de Recebimento,"1,95"
50b2222e-1afb-43c7-9196-57d10a394302,30/04/2022,Vendas,Plano de Recebimento,"3,04"
192fc2ba-66fd-4b9a-88e9-76ed2d520548,30/04/2022,Vendas,Plano de Recebimento,"3,33"
7025accf-7589-4023-abdb-443651dc25ef,30/04/2022,Vendas,Plano de Recebimento,"3,33"
5684f124-8397-4e69-948f-77a53f214d35,30/04/2022,Vendas,Plano de Recebimento,"0,95"
c758827a-5777-48df-99cc-62caf04b96ae,30/04/2022,Vendas,Plano de Recebimento,"5,23"
964cbd65-19b0-406e-b020-45de04ddae7e,30/04/2022,Vendas,Plano de Recebimento,"9,5"
63caeec6-dfd9-485b-95ff-58daaa0996bc,30/04/2022,Vendas,Plano de Recebimento,"3,12"
71a23263-dedd-40e4-b182-06fd815bbd6d,30/04/2022,Vendas,Plano de Recebimento,"9,76"
b84ab988-660b-4b47-85b7-f70262af016f,30/04/2022,Vendas,Plano de Recebimento,"4,39"
2af3500e-aee5-4423-a690-a17627d9fc9e,30/04/2022,Vendas,Plano de Recebimento,"3,8"
2e535d54-6a51-401c-b857-78f03b3b4f10,30/04/2022,Vendas,Plano de Recebimento,"9,5"
3141c728-3e40-4f3e-8913-3580fd799bc7,30/04/2022,Vendas,Plano de Recebimento,"11,02"
2b18852a-ec55-4977-ba49-307809c616a8,30/04/2022,Vendas,Plano de Recebimento,"8,69"
a28b3ebc-700c-4c2a-a150-c22e67855c78,30/04/2022,Vendas,Plano de Recebimento,"10,74"
9ad73d7b-36df-4ae5-a033-bcc7951a8409,30/04/2022,Vendas,Plano de Recebimento,"9,5"
3217f953-078f-457e-bfe4-7bc4ace2c544,30/04/2022,Vendas,Plano de Recebimento,"9,76"
63744297-94d7-40ae-815b-9b2bea707aec,30/04/2022,Vendas,Plano de Recebimento,"1,95"
ff0627ad-8ce2-40b4-a226-304254ac10fc,30/04/2022,Vendas,Plano de Recebimento,"2,76"
1c7122a9-d47e-487a-8169-bbca4f14e4b0,30/04/2022,Vendas,Plano de Recebimento,"3,42"
1455a044-c0cc-4036-9516-3903914b68d7,30/04/2022,Vendas,Plano de Recebimento,"2,44"
9b8546df-ebd7-448d-90cf-8694cd2e9dd7,30/04/2022,Vendas,Plano de Recebimento,"5,23"
4542a401-24e8-4b5c-a9cf-15d0d9b94250,30/04/2022,Vendas,Plano de Recebimento,"11,62"
2c2ee662-7bd9-43e5-996d-676dd4368ade,30/04/2022,Vendas,Plano de Recebimento,"5,7"
7f360b10-7bf3-4b94-9f3b-2582854b4271,30/04/2022,Vendas,Plano de Recebimento,"1,9"
43d279d6-fc33-4113-a39b-16829b3f999a,30/04/2022,Vendas,Plano de Recebimento,"19,38"
42e8883d-5b9f-49d9-8d1e-d41cd5e8c343,30/04/2022,Vendas,Plano de Recebimento,"9,76"
a4f7c848-53c6-4340-aa26-d7f93afd8434,30/04/2022,Vendas,Plano de Recebimento,"9,5"
6b33ba25-5d0f-4ad0-9a59-5a85c97cd194,30/04/2022,Vendas,Plano de Recebimento,"9,76"
4aebb344-0c49-444b-b5bd-4ddc44b16a45,30/04/2022,Vendas,Plano de Recebimento,"3,04"
673489b4-a3c7-4403-b76c-857be89690b8,01/05/2022,Vendas,Plano de Recebimento,"1,95"
dc56375f-7a7c-48c0-88e0-2b3b832e80ff,01/05/2022,Vendas,Plano de Recebimento,"2,93"
0e87cae7-368e-45bf-b861-430de23884a5,01/05/2022,Vendas,Plano de Recebimento,"3,8"
0b41431c-e362-43f8-b418-58a42fe02022,01/05/2022,Vendas,Plano de Recebimento,"2,38"
88a95ba6-9dbe-4e12-9793-8f7bf8598a13,01/05/2022,Vendas,Plano de Recebimento,"1,95"
e80620a4-fa8e-4d53-b867-4b7ab621accd,01/05/2022,Vendas,Plano de Recebimento,"9,76"
25244577-0eba-466b-a452-7680bfbdbae8,01/05/2022,Vendas,Plano de Recebimento,"9,5"
ae545187-cfc2-4292-a1bc-e6661172adbc,01/05/2022,Vendas,Plano de Recebimento,"2,85"
454e020c-493f-44aa-bbb4-2c800c628094,01/05/2022,Vendas,Plano de Recebimento,"1,9"
00bdf593-55a4-4eaa-a2f6-1e4d4a2bc8c5,01/05/2022,Vendas,Plano de Recebimento,"4,88"
e2c106c1-a2c4-4b93-a564-bd3290ec90ac,01/05/2022,Vendas,Plano de Recebimento,"2,38"
19e07731-74be-442b-87c3-58f537391d4a,01/05/2022,Vendas,Plano de Recebimento,"5,08"
84d190e5-15d9-4635-a5e7-1d7ec2d1d94d,01/05/2022,Vendas,Plano de Recebimento,"13,78"
f1585e46-ae0f-49c6-87c8-45cb01cc2521,01/05/2022,Vendas,Plano de Recebimento,"10,12"
9e283e35-087c-44ee-ba17-b00444533eb0,01/05/2022,Vendas,Plano de Recebimento,"9,5"
9a081d1c-9059-4745-98d2-73c07d36df69,01/05/2022,Vendas,Plano de Recebimento,"2,38"
2f28a378-2496-47fb-828e-484218603e7c,01/05/2022,Vendas,Plano de Recebimento,"4,88"
c634bdfb-db09-4e69-a0cf-d47cf2663392,01/05/2022,Vendas,Plano de Recebimento,"2,85"
4b86a7e3-fa4f-4bd1-ac90-09a4df9fb11e,01/05/2022,Vendas,Plano de Recebimento,"9,5"
8db3089f-26cb-42a7-9483-d6021ae77df2,01/05/2022,Vendas,Plano de Recebimento,"22,04"
b522f867-aa1c-4a09-8be4-efca6f85ddfa,01/05/2022,Vendas,Plano de Recebimento,"6,18"
32541d75-d804-4ec4-a4df-1ff7d1567718,01/05/2022,Vendas,Plano de Recebimento,"2,38"
5a1beca3-bcae-468c-ad26-c62dfd218765,01/05/2022,Vendas,Plano de Recebimento,"13,3"
e293894c-1a79-4282-8d43-8d0dfe7470bd,01/05/2022,Vendas,Plano de Recebimento,"1,9"
c122e811-4e11-4e7d-9cd7-98456c23322a,01/05/2022,Vendas,Plano de Recebimento,"4,28"
0a9a221a-4d49-46c3-b7ab-e048f3baa6a4,01/05/2022,Vendas,Plano de Recebimento,"9,5"
1930a4b2-d669-4300-a62d-bb54cb4b6759,01/05/2022,Vendas,Plano de Recebimento,"1,95"
56eb3439-a1f1-4b3b-ba45-145523df972b,01/05/2022,Vendas,Plano de Recebimento,"3,8"
f2e288d8-d697-41ed-a5f9-c751dd497928,01/05/2022,Vendas,Plano de Recebimento,"9,76"
c8740226-a37c-4c70-807c-70e00e207515,01/05/2022,Vendas,Plano de Recebimento,"4,75"
46910db6-b928-4eee-ad44-5bd4e8cbcd83,01/05/2022,Vendas,Plano de Recebimento,"9,5"
72fbb396-8483-47d8-b842-ed45bbbb6871,01/05/2022,Vendas,Plano de Recebimento,"8,74"
7269bf5a-f4e0-4ec9-af66-8eb4031c0318,01/05/2022,Vendas,Plano de Recebimento,"7,13"
75c65488-c7bb-48f4-82dd-0a811e42f36c,01/05/2022,Vendas,Plano de Recebimento,"2,09"
e672bd55-695d-4113-a49e-6e65a546ca7e,01/05/2022,Vendas,Plano de Recebimento,"1,9"
c4b8669a-8c4a-489c-abb1-f8be6f58d95b,02/05/2022,Vendas,Plano de Recebimento,"1,9"
1802c813-6e67-4e80-ae16-9654059efc18,02/05/2022,Vendas,Plano de Recebimento,"1,9"
93340a7f-da61-4bf9-8409-f064b07e999c,02/05/2022,Vendas,Plano de Recebimento,"11,71"
53ab4cf9-7b18-4099-bd7a-78b35616a06e,02/05/2022,Vendas,Plano de Recebimento,"4,54"
dfb51493-d298-4ab6-a295-f47753991fbe,02/05/2022,Vendas,Plano de Recebimento,"1,95"
ecfcff4e-a9c0-4e05-ab99-7ebddb1a8aad,02/05/2022,Vendas,Plano de Recebimento,"2,15"
47ed5649-06fe-408f-b7be-996004866a4d,02/05/2022,Vendas,Plano de Recebimento,"0,95"
31918347-02d1-4b8b-9242-c2ca5159bf97,02/05/2022,Vendas,Plano de Recebimento,"1,95"
11ed7088-1ee9-4750-b596-f0bcb6a89a23,02/05/2022,Vendas,Plano de Recebimento,"3,8"
64a4f92f-ffa0-48a6-8bdf-6bd408e8381c,02/05/2022,Vendas,Plano de Recebimento,"1,9"
31a612de-9ad7-40e8-9cf5-3690c68a126d,02/05/2022,Vendas,Plano de Recebimento,"2,45"
5127d1f5-0493-42a6-88f6-e64fe6c209e0,02/05/2022,Vendas,Plano de Recebimento,"19,52"
f58f08ae-04a5-4f71-9966-fc10880f606a,02/05/2022,Vendas,Plano de Recebimento,"3,9"
f9b97c18-d514-412c-bf2d-a40e74da7afa,02/05/2022,Pix Enviado,Transferência Pix,-300
87133bd1-524a-45e8-8b96-d3d7684b9e72,02/05/2022,Vendas,Plano de Recebimento,"3,12"
37b958c5-4ccb-4cf4-a6ef-1f44bdec1513,02/05/2022,Vendas,Plano de Recebimento,"1,95"
6246f617-b6c2-4859-847f-6021ccd1811c,02/05/2022,Vendas,Plano de Recebimento,"1,9"
eae80f2c-15e4-4bc4-be5f-2255c422b8f8,02/05/2022,Vendas,Plano de Recebimento,"11,4"
d9d98a2f-de7a-4d98-ace5-30afe698702c,03/05/2022,Vendas,Plano de Recebimento,"3,42"
3f3b363e-f928-4faf-b0e7-1686b018fb25,03/05/2022,Vendas,Plano de Recebimento,"2,44"
1c77cbe8-75b9-4d2f-9191-cdb7afe90be6,03/05/2022,Vendas,Plano de Recebimento,"5,7"
a1ad9656-c0c5-42e7-8800-28a203ff37d4,03/05/2022,Vendas,Plano de Recebimento,"1,95"
885964de-da4a-45be-a495-b229860b1190,03/05/2022,Vendas,Plano de Recebimento,"9,76"
3e63ef4f-65df-43ce-acd4-00da1f367c80,03/05/2022,Vendas,Plano de Recebimento,"1,9"
0616d021-b9e3-476c-b269-ce0936999827,03/05/2022,Vendas,Plano de Recebimento,"1,9"
bba25c2d-2720-4f3d-b0a2-3cadec67f192,03/05/2022,Vendas,Plano de Recebimento,"2,15"
f5ffd719-4b82-4075-a0dc-70e05aa972f8,03/05/2022,Vendas,Plano de Recebimento,"2,38"
e54534f4-6fc3-4f88-9dbf-9510d2920d72,03/05/2022,Vendas,Plano de Recebimento,"2,44"
780d5480-3e34-4f1f-9adb-7cf00c37eb23,03/05/2022,Vendas,Plano de Recebimento,"2,38"
c0e4770d-bc6c-4d01-af4d-12fa46ce8e19,03/05/2022,Vendas,Plano de Recebimento,"5,86"
3f7033f5-9835-4998-b02a-ec8e0b395777,03/05/2022,Vendas,Plano de Recebimento,"9,76"
847ac5db-0066-47ec-ae20-e37c2416e1f9,03/05/2022,Pix Recebido,Recebimento de transferência Pix,"3,2"
d81ddaa0-ab7b-4025-af46-49025c98ed01,03/05/2022,Vendas,Plano de Recebimento,"9,76"
9522dde4-7cd3-453d-b7a5-885fe1fb694d,03/05/2022,Vendas,Plano de Recebimento,"9,5"
da99d447-5f32-4224-a9db-9b4f14c99960,03/05/2022,Pix Recebido,Recebimento de transferência Pix,10
7c95c15d-3e16-4425-9d77-4542b710b24e,03/05/2022,Vendas,Plano de Recebimento,"9,76"
57c494d3-e766-4c6d-b5b2-66af056058d5,03/05/2022,Vendas,Plano de Recebimento,"12,54"
6f792ab8-517b-4b6c-b4ba-ec49b620a6f8,03/05/2022,Vendas,Plano de Recebimento,"1,9"
27fe871d-80c5-433a-a230-d5ba777c0588,03/05/2022,Vendas,Plano de Recebimento,"5,23"
cfbe7cec-63a9-4015-973a-5d5a98cdaa5f,03/05/2022,Vendas,Plano de Recebimento,"2,44"
e8aaeb45-8392-425a-8df4-82c8e3b051ab,03/05/2022,Vendas,Plano de Recebimento,"24,7"
11e64416-be63-43b9-a70f-de22a5509b8c,03/05/2022,Vendas,Plano de Recebimento,"9,03"
009ec66e-c059-450c-8717-a0cae34fd1fd,03/05/2022,Vendas,Plano de Recebimento,"5,7"
b5015f3b-e0cb-4ce3-9639-172b35f5b9ba,03/05/2022,Vendas,Plano de Recebimento,"9,41"
c68a60b9-63cc-460b-b340-aac4b7811444,03/05/2022,Vendas,Plano de Recebimento,"5,08"
5f76e5ef-1514-41e7-9165-2062d0c7a66c,04/05/2022,Vendas,Plano de Recebimento,"3,42"
83f835bc-b347-40fd-8def-f90e5542caa3,04/05/2022,Vendas,Plano de Recebimento,"3,9"
3ceb2097-b6a5-455a-8173-8650cf26d254,04/05/2022,Vendas,Plano de Recebimento,"2,38"
3d12dd57-4859-4092-a8d7-6c0218c4400f,04/05/2022,Vendas,Plano de Recebimento,"3,8"
7412820c-7d85-435a-ad5f-c3c9f01f4460,04/05/2022,Vendas,Plano de Recebimento,"4,75"
eacbea74-6c54-4723-8efb-6092632b407e,04/05/2022,Vendas,Plano de Recebimento,"2,44"
22f3c242-a702-49b5-b7ca-a70a54239ac6,04/05/2022,Vendas,Plano de Recebimento,"2,44"
52533c08-acb7-4f59-b542-6137f0822b15,04/05/2022,Vendas,Plano de Recebimento,"9,27"
3a4c9f95-934b-4fbe-8dc5-3297ebafae09,04/05/2022,Vendas,Plano de Recebimento,"3,33"
8587af37-4bd1-4621-b800-f2029b9b4103,04/05/2022,Vendas,Plano de Recebimento,"1,9"
5312adeb-527c-4c06-bba9-e12ec443dc2b,04/05/2022,Vendas,Plano de Recebimento,"3,33"
7414e960-6cef-4117-a6c7-3a3520b19237,04/05/2022,Vendas,Plano de Recebimento,"6,18"
a2c25210-091b-4a40-aeaa-c2461cfe05f3,04/05/2022,Vendas,Plano de Recebimento,"7,6"
08b13d26-4abd-4791-ab11-63727cf00e69,04/05/2022,Vendas,Plano de Recebimento,"3,33"
d82c012e-c3ad-4d8c-897b-31d34cd5f184,04/05/2022,Vendas,Plano de Recebimento,"8,98"
2a65df2d-2a4f-4cc7-9c19-bfbec6b64a81,04/05/2022,Vendas,Plano de Recebimento,"3,04"
1d4a57bd-e91e-4d71-9cd1-f9267b5c65b5,04/05/2022,Vendas,Plano de Recebimento,"0,95"
7e2bb00c-f499-412e-8ec2-70bed101fd31,05/05/2022,Vendas,Plano de Recebimento,"1,9"
0ad13ba3-119b-467b-ab21-d1bc9e3561b2,05/05/2022,Vendas,Plano de Recebimento,"2,44"
bf4c1d06-0782-4676-9c35-36389545949b,05/05/2022,Vendas,Plano de Recebimento,"3,8"
89109c78-fb0b-44ec-9136-20200f24493b,05/05/2022,Vendas,Plano de Recebimento,"2,38"
d190ba62-c4cf-438c-b80e-aa54f92095d8,05/05/2022,Vendas,Plano de Recebimento,"2,44"
b1f2398b-fded-4f48-8329-2361b85f35c1,05/05/2022,Vendas,Plano de Recebimento,"1,9"
c634f3e2-fa02-450b-9894-68115f3777cd,05/05/2022,Vendas,Plano de Recebimento,"2,85"
f7d5b071-9875-44ba-98d7-8df7feaf06cd,05/05/2022,Vendas,Plano de Recebimento,"4,75"
837bdcae-64dd-451b-a36a-8bcd3999eecd,05/05/2022,Vendas,Plano de Recebimento,"5,08"
a78365f2-bf2d-4de5-a6e1-92450ec49c37,05/05/2022,Vendas,Plano de Recebimento,"3,8"
7c486046-cace-4347-b026-140e72ba8498,05/05/2022,Vendas,Plano de Recebimento,"2,85"
0e0d6fe9-d902-43da-a29a-4d125f8c2c25,05/05/2022,Vendas,Plano de Recebimento,"1,95"
3ae5dd73-618b-4063-a5d0-b0b73e13c9d4,05/05/2022,Vendas,Plano de Recebimento,"3,12"
bef028b1-b8c0-4407-851f-d5233c67cc8e,05/05/2022,Vendas,Plano de Recebimento,"0,95"
2858eb39-c218-4faa-bce4-906b4ea9dbff,05/05/2022,Rendimento da conta,Rendimento líquido sobre dinheiro em conta,"4,56"
0371a215-1916-4800-ba22-7825daf074f5,05/05/2022,Vendas,Plano de Recebimento,"3,12"
0a348659-cd86-4467-8525-6c1144d6fa73,05/05/2022,Vendas,Plano de Recebimento,"4,39"
dd18f001-4daf-447a-af6a-6955387ba6da,06/05/2022,Vendas,Plano de Recebimento,"7,13"
e8568dc2-704d-4321-a597-1b3dc5e9363f,06/05/2022,Vendas,Plano de Recebimento,"1,9"
b8fed2d3-cbba-46fa-bc46-785a869c742c,06/05/2022,Vendas,Plano de Recebimento,"3,04"
f578c16d-63cc-4be1-8731-8f5fa6ee2a5f,06/05/2022,Vendas,Plano de Recebimento,"1,46"
4c7a5739-5663-4476-9f84-53936462f46a,06/05/2022,Vendas,Plano de Recebimento,"2,44"
65c90be4-7695-4dff-98cf-2b9d07df8269,06/05/2022,Vendas,Plano de Recebimento,"4,88"
c0d67fba-3e59-4ae4-ab52-fdd9e926941c,06/05/2022,Vendas,Plano de Recebimento,"41,48"
0f81e280-61d3-4743-954d-d2e975c7e589,06/05/2022,Vendas,Plano de Recebimento,"2,93"
047fd671-3497-473c-aeba-531b7898aa77,06/05/2022,Vendas,Plano de Recebimento,"1,9"
b56cba53-8243-4bb6-8f12-04b6943ad617,06/05/2022,Vendas,Plano de Recebimento,"8,2"
ae3cd22b-97d2-4e25-86c1-b3c8e8e91d9c,06/05/2022,Vendas,Plano de Recebimento,"3,42"
b2fbf8e6-4785-4add-8f43-8fc12d9fb1e0,06/05/2022,Vendas,Plano de Recebimento,"1,9"
637dd08d-1f9b-4066-8beb-cd1580c7ce4b,06/05/2022,Vendas,Plano de Recebimento,"5,7"
2047ca49-2fe3-4a1a-bf56-6ae19bdaf400,06/05/2022,Vendas,Plano de Recebimento,"3,42"
b994ceba-a973-4a37-a9c4-134a44e03970,06/05/2022,Vendas,Plano de Recebimento,"2,66"
173abc14-47d8-4550-afb0-2d8dd0c4dce6,06/05/2022,Vendas,Plano de Recebimento,"1,9"
26cca221-0748-47fa-ab3a-5ac5a9bffc1a,06/05/2022,Vendas,Plano de Recebimento,"2,38"
e1058b73-8f38-4e35-a161-605dc31cc334,06/05/2022,Vendas,Plano de Recebimento,"7,6"
bc25da2f-9621-4868-9c07-8606f227b317,06/05/2022,Rendimento da conta,Rendimento líquido sobre dinheiro em conta,"4,6"
e20debc9-9988-4510-99b9-03a3ab33dc84,06/05/2022,Vendas,Plano de Recebimento,"3,8"
505597a4-03d7-4275-b151-060dd34665af,06/05/2022,Vendas,Plano de Recebimento,"11,12"
4f5431d4-7a85-4709-b87a-7fa584d4c76b,06/05/2022,Vendas,Plano de Recebimento,"6,25"
08fead96-5583-4721-b98d-acf43c2ac756,06/05/2022,Vendas,Plano de Recebimento,"2,38"
9359820e-67a3-45d3-80ad-9621f1cac379,06/05/2022,Vendas,Plano de Recebimento,"5,23"
d4a88d18-7888-4ac0-b09a-6c38a61b1b62,07/05/2022,Vendas,Plano de Recebimento,1
1b6b945c-076b-42a3-9ca6-955e3271f34c,07/05/2022,Vendas,Plano de Recebimento,"3,12"
f99f6902-0c74-46a5-b2c4-f9d456810123,07/05/2022,Vendas,Plano de Recebimento,"5,86"
44b711a0-315e-406c-a11e-6a7a7e3dadf0,07/05/2022,Vendas,Plano de Recebimento,"3,8"
8b7a5419-875c-475e-a142-3233bbe1972f,07/05/2022,Vendas,Plano de Recebimento,"2,38"
3ba5b5e4-d4a1-4ebd-b794-5feb14671cd3,07/05/2022,Vendas,Plano de Recebimento,"5,08"
b841b0fd-667f-45c0-8ed3-cebf6849589c,07/05/2022,Vendas,Plano de Recebimento,"1,9"
e89ab541-c073-4af8-8ade-e422c14d8b53,07/05/2022,Vendas,Plano de Recebimento,"3,14"
05542159-e740-4551-9215-ffb7d9e4357f,07/05/2022,Vendas,Plano de Recebimento,"5,86"
dd8f2eb1-dcd3-4fae-9440-d3ee36d9eb9b,07/05/2022,Vendas,Plano de Recebimento,"6,84"
a149aadd-941b-4a52-b185-d48e51577c27,07/05/2022,Vendas,Plano de Recebimento,"7,13"
236cac97-6f06-4cd7-8d58-a7334acf4bed,07/05/2022,Vendas,Plano de Recebimento,"3,9"
028ec270-1d1c-47c8-8ae8-a77b21dbf360,07/05/2022,Vendas,Plano de Recebimento,"1,9"
8fa1e052-838b-44b1-883a-4eb91306c389,07/05/2022,Vendas,Plano de Recebimento,"35,14"
f6d89826-6d25-4ab9-aa5c-b19ddc889a52,07/05/2022,Rendimento da conta,Rendimento líquido sobre dinheiro em conta,"30,08"
bfab56e0-df64-415b-90c2-4a92c36155a5,07/05/2022,Vendas,Plano de Recebimento,"2,38"
93204766-36f9-480d-99cf-1f817a7c50f6,07/05/2022,Vendas,Plano de Recebimento,"11,31"
bcf65c28-68db-440b-afa9-368032d3ea6f,07/05/2022,Vendas,Plano de Recebimento,"4,94"
c8f652a2-59bb-41df-a8a7-93051034ccbd,08/05/2022,Vendas,Plano de Recebimento,"5,23"
a430f8a2-ffef-4700-8559-9b423485f743,08/05/2022,Vendas,Plano de Recebimento,"1,02"
323ab901-5ee7-47d6-9f3f-8bcd23cdf982,08/05/2022,Vendas,Plano de Recebimento,"5,7"
f3972ab2-0d10-4b0a-bb9f-19b68e57c8c9,08/05/2022,Vendas,Plano de Recebimento,"3,04"
797c7783-f742-4d7a-9afb-fc3e6f7e29cb,08/05/2022,Vendas,Plano de Recebimento,"2,93"
b0cee4b1-460a-403f-98ed-f67f8d8252e7,08/05/2022,Vendas,Plano de Recebimento,"1,9"
32a01d84-69d1-461b-ad94-a0a869a200b5,08/05/2022,Vendas,Plano de Recebimento,"5,89"
dbf9ebde-c1c7-4be2-bdec-20ac34d8b391,08/05/2022,Vendas,Plano de Recebimento,"5,86"
cf42ea4d-37a1-4aec-aaaf-ff4b51594e20,08/05/2022,Vendas,Plano de Recebimento,"1,9"
0bde8b46-c478-4ba8-bb28-bfe5298c8aa0,08/05/2022,Vendas,Plano de Recebimento,"5,23"
4d99751a-a9a3-4b5d-be02-9241b9a4c072,08/05/2022,Vendas,Plano de Recebimento,"5,37"
7e3516e1-c496-4f33-bb87-420ee59d98c0,08/05/2022,Vendas,Plano de Recebimento,"9,69"
b95a4528-6763-44fe-b749-3d6a735dfddd,08/05/2022,Vendas,Plano de Recebimento,"3,28"
306bc73d-bf5c-4f88-be03-d24d66640218,08/05/2022,Vendas,Plano de Recebimento,"3,04"
274e1fab-b226-4e34-a7be-e238cd670e56,08/05/2022,Vendas,Plano de Recebimento,"8,74"
8be3a4c3-d87e-4727-9010-93daf6455473,08/05/2022,Vendas,Plano de Recebimento,"3,04"
cde05283-a1c2-406f-9cb3-4568f47fa6d4,08/05/2022,Vendas,Plano de Recebimento,"1,9"
83cee707-966c-4ecd-af76-ef18b063ae48,08/05/2022,Vendas,Plano de Recebimento,"0,98"
28bcb88a-06a9-43d7-abd1-c8709e7b0581,08/05/2022,Vendas,Plano de Recebimento,"7,32"
00770df1-a316-4d79-a0cb-a9afe9cb95e5,08/05/2022,Vendas,Plano de Recebimento,"5,23"
6974ff55-dd49-4d90-8093-cf15d9fa98c3,08/05/2022,Vendas,Plano de Recebimento,"3,8"
aca2f34f-6d74-4a04-a9a3-975e2747838a,08/05/2022,Vendas,Plano de Recebimento,"1,9"
f301a268-79cc-4824-a095-474f78aa4929,08/05/2022,Vendas,Plano de Recebimento,"1,9"
5c35c897-22fa-4029-b0df-e5523671f509,08/05/2022,Vendas,Plano de Recebimento,"3,12"
f5ef7228-bd07-4c58-815c-a0d6080df05e,08/05/2022,Vendas,Plano de Recebimento,"3,04"
20c7abc2-5d5c-4f34-970b-4444e9e4720b,08/05/2022,Vendas,Plano de Recebimento,"4,28"
c1152111-9f72-4001-80be-1c7f823b0b6c,08/05/2022,Vendas,Plano de Recebimento,"9,5"
c97f7f0d-7a14-497c-aeae-4867e499bcb1,08/05/2022,Vendas,Plano de Recebimento,"0,98"
700a9a1b-15d3-42e4-a256-7acd49259724,08/05/2022,Vendas,Plano de Recebimento,"6,05"
0ec48423-5bea-49a4-84cd-b225f6557417,08/05/2022,Vendas,Plano de Recebimento,"7,6"
0f3df46d-0f3f-4c37-bbdb-095eed4eed21,08/05/2022,Vendas,Plano de Recebimento,"3,9"
badac7a1-4291-42d5-b807-234c82039169,08/05/2022,Vendas,Plano de Recebimento,"3,04"
539e8785-54f5-48b4-90e7-3d8cd5a9948a,08/05/2022,Vendas,Plano de Recebimento,"6,28"
fd3d51bd-4a04-44b4-85c1-31c921b70da5,09/05/2022,Pix Recebido,Recebimento de transferência Pix,24
c7648d9d-3bc4-4c19-a15a-81e360f0094a,09/05/2022,Vendas,Plano de Recebimento,"13,67"
30880fe9-7c5d-41aa-b064-65ac23e1475e,09/05/2022,Vendas,Plano de Recebimento,"4,75"
febdebd7-8a08-4bca-9666-3d5014cad054,09/05/2022,Vendas,Plano de Recebimento,"11,4"
11387999-7015-48b3-a4b9-9ce47a6e83ae,09/05/2022,Vendas,Plano de Recebimento,"11,4"
fe2453c8-5ced-42ad-ac38-6bc79b12dc7b,09/05/2022,Vendas,Plano de Recebimento,"11,77"
348ae6f3-93be-4485-8c80-3c72029f99e0,09/05/2022,Vendas,Plano de Recebimento,"11,71"
174f2fb0-269e-45a4-a30c-6cff6508189b,09/05/2022,Vendas,Plano de Recebimento,"11,71"
d4012950-e7ca-47ba-a055-a785c70a4601,09/05/2022,Vendas,Plano de Recebimento,"4,88"
b927ac1c-af39-410f-b1e9-038833658531,09/05/2022,Vendas,Plano de Recebimento,"9,5"
73e01238-dde1-499d-b3f4-76c6564664bf,09/05/2022,Vendas,Plano de Recebimento,"11,4"
a204fcab-2b41-4054-abc6-bee6b7b073ef,09/05/2022,Vendas,Plano de Recebimento,"8,78"
2ddd212b-156b-4084-9fae-b70c4c35efb3,09/05/2022,Vendas,Plano de Recebimento,"14,84"
36717a90-68ec-412c-b0d0-619b67dbd656,09/05/2022,Vendas,Plano de Recebimento,"9,76"
6879de0c-c268-44da-b8ed-778881dcf93c,09/05/2022,Vendas,Plano de Recebimento,"11,71"
